id,idx
27006_AM,1465
27010,1466
27011_AM,1467
27013_AM,1468
27014_AM,1469
27015,1470
27016,1471
27018_AM,1472
27019,1473
27020_AM,1474
27021_AM,1475
27022,1476
27026_AM,1477
2702801_AD,1478
2702802,1479
2702804_AD,1480
2702805,1481
2702806_AD,1482
27030_AM,1483
27031,1484
27032_AM,1485
27039_AM,1486
27040_AM,1487
27041_AM,1488
27042_AM,1489
27044_AM,1490
27048_AM,1491
27050_AM,1492
27051,1493
27057,1494
27058_AM,1495
27065,1496
27066,1497
27902,1498
28002,1499
28004,1500
2800501,1501
2800502,1502
2800503,1503
2800504,1504
2800505,1505
2800601,1506
2800701,1507
2800702,1508
2800703,1509
2800704,1510
28008_AM,1511
28009,1512
28010,1513
2801301,1514
2801302,1515
2801303,1516
2801304,1517
28014,1518
28015,1519
28018,1520
28022,1521
28023,1522
28026,1523
28027_AM,1524
28030_AM,1525
28031_AM,1526
28032_AM,1527
28033,1528
28038_AM,1529
28040,1530
28041,1531
28043,1532
28044,1533
28045,1534
28046,1535
28047,1536
2804901,1537
2804902,1538
2804903_AD,1539
28050_AM,1540
28052_AM,1541
28053,1542
28054,1543
2805801,1544
2805802,1545
2805803,1546
2805804,1547
2805805,1548
2805806,1549
2805807,1550
2805808,1551
2805809,1552
28059,1553
28060_AM,1554
28061,1555
2806501,1556
2806502,1557
2806503,1558
2806504,1559
28066,1560
28067_AM,1561
28068,1562
28072,1563
28073,1564
2807401,1565
2807402,1566
2807403,1567
2807404,1568
2807405,1569
2807406,1570
2807407,1571
28075,1572
2807901,1573
2807902,1574
2807903,1575
2807904,1576
2807905,1577
2807906,1578
2807907,1579
2807908,1580
2807909,1581
2807910,1582
2807911,1583
2807912,1584
2807913,1585
2807914,1586
2807915,1587
2807916,1588
2807917,1589
2807918,1590
2807919,1591
2807920,1592
2807921,1593
2808001,1594
2808002,1595
28082,1596
28083,1597
28084,1598
28085_AM,1599
28086,1600
28087,1601
28089,1602
28090,1603
28091,1604
2809201,1605
2809202,1606
2809203,1607
2809204,1608
28095_AM,1609
28096,1610
28099_AM,1611
28100,1612
28104,1613
2810601,1614
28108,1615
28110_AM,1616
2811301,1617
2811302,1618
2811501,1619
2811502,1620
28119_AM,1621
2812301,1622
28125_AM,1623
2812701,1624
28129,1625
28130,1626
28131,1627
28132,1628
28133_AM,1629
2813401,1630
28137_AM,1631
28140_AM,1632
28141,1633
28144,1634
28145_AM,1635
2814801,1636
2814802,1637
2814803,1638
2814804,1639
28149,1640
28150,1641
28151_AM,1642
28152,1643
28154,1644
28160,1645
2816101,1646
2816102,1647
28162_AM,1648
28164,1649
28165_AM,1650
28167,1651
28171,1652
28172,1653
28176,1654
28177,1655
28180,1656
28181,1657
28901_AM,1658
28903,1659
29001,1660
29002_AM,1661
29005,1662
29007,1663
29008,1664
29009_AM,1665
29011_AM,1666
29012,1667
29015_AM,1668
29017,1669
29023,1670
2902501,1671
2902502,1672
2902503,1673
29027_AM,1674
29028_AM,1675
29031_AM,1676
29032,1677
29038,1678
29039_AM,1679
29040_AM,1680
29041,1681
29042,1682
29045_AM,1683
29046_AM,1684
29049_AM,1685
2905101,1686
2905102,1687
2905103,1688
2905401,1689
2905402,1690
2905403,1691
2906701,1692
2906702,1693
2906703,1694
2906704,1695
2906705,1696
2906706,1697
2906707,1698
2906708,1699
2906709,1700
2906710,1701
2906711,1702
29068,1703
2906901,1704
2906902,1705
2906903,1706
2906904,1707
2907001,1708
29072,1709
29073_AM,1710
29075,1711
29076_AM,1712
29079_AM,1713
29080,1714
29082_AM,1715
29084_AM,1716
29086_AM,1717
29088_AM,1718
29089_AM,1719
29091,1720
2909401,1721
2909402_AD,1722
2909403,1723
2909404,1724
29095_AM,1725
29097_AM,1726
29100_AM,1727
29901,1728
30001,1729
30002,1730
30003,1731
30005,1732
30007,1733
30008,1734
30009,1735
30010,1736
30011,1737
30012,1738
30013,1739
30014_AM,1740
30015,1741
3001601,1742
3001602,1743
3001603,1744
3001604,1745
3001605,1746
3001606,1747
3001607,1748
3001608,1749
3001609,1750
3001610,1751
30017,1752
30018,1753
30019,1754
30020,1755
30021,1756
30022,1757
30023,1758
3002401,1759
3002402,1760
30025,1761
30026,1762
3002701,1763
30028,1764
30029_AM,1765
3003001,1766
3003002,1767
3003003,1768
3003004,1769
3003005,1770
3003006,1771
3003007,1772
3003008,1773
30033,1774
30035,1775
30036,1776
30037,1777
30038,1778
30039_AM,1779
30041,1780
30042_AM,1781
30043,1782
30901,1783
30902,1784
31010_AM,1785
31015_AM,1786
31016,1787
31019_AM,1788
31023,1789
31029_AM,1790
31036_AM,1791
31038_AM,1792
31041_AM,1793
31042_AM,1794
31050_AM,1795
31060,1796
31067_AM,1797
31070,1798
31072_AM,1799
31076_AM,1800
31077,1801
31078_AM,1802
31084_AM,1803
31086,1804
31088,1805
31092_AM,1806
31097,1807
31098_AM,1808
31104_AM,1809
31108_AM,1810
31122,1811
31138_AM,1812
31142_AM,1813
31149_AM,1814
31157_AM,1815
31163_AM,1816
31165_AM,1817
31169_AM,1818
31176_AM,1819
31191_AM,1820
3120101,1821
3120102,1822
3120103,1823
3120104,1824
3120105,1825
3120106,1826
3120107,1827
3120108,1828
31202,1829
31206_AM,1830
31208_AM,1831
31215,1832
31216_AM,1833
31221_AM,1834
31227,1835
31232,1836
31249_AM,1837
31250_AM,1838
31251_AM,1839
31258,1840
31260_AM,1841
31901,1842
31902,1843
31903,1844
31904_AM,1845
31905_AM,1846
31906_AM,1847
31907,1848
31908_AM,1849
32001_AM,1850
32004_AM,1851
32007_AM,1852
32008_AM,1853
32009,1854
32013_AM,1855
32017_AM,1856
32019,1857
32020_AM,1858
32024,1859
32026_AM,1860
32032,1861
32042_AM,1862
32043_AM,1863
32045_AM,1864
32050_AM,1865
32051_AM,1866
3205401,1867
3205402,1868
3205403,1869
3205404,1870
3205405,1871
32056_AM,1872
32058_AM,1873
32063_AM,1874
32067_AM,1875
32069,1876
32072_AM,1877
32075_AM,1878
32076_AM,1879
32085,1880
32086_AM,1881
32091_AM,1882
33001_AM,1883
33002,1884
3300401,1885
33007_AM,1886
33008_AM,1887
33011,1888
33012,1889
33014,1890
33015_AM,1891
33016,1892
33019_AM,1893
33020_AM,1894
33021,1895
33023_AM,1896
3302401,1897
3302402,1898
3302403,1899
3302404,1900
3302405,1901
3302406,1902
3302407,1903
3302408,1904
3302409,1905
33025,1906
33026_AM,1907
33031,1908
33032,1909
33033,1910
33034,1911
33035,1912
33036,1913
33037,1914
33038_AM,1915
33040_AM,1916
33041,1917
33042,1918
3304401,1919
3304402,1920
3304403,1921
3304404,1922
3304405,1923
3304406,1924
3304407,1925
3304408,1926
3304409,1927
3304410,1928
3304411,1929
3304412,1930
3304413_AD,1931
3304415,1932
3304416,1933
33045,1934
33049,1935
33051_AM,1936
33056,1937
33059,1938
33060,1939
33066,1940
33069_AM,1941
33070_AM,1942
33072_AM,1943
33073,1944
33074_AM,1945
33076,1946
34004_AM,1947
34017_AM,1948
34022_AM,1949
34023,1950
34047_AM,1951
34056_AM,1952
34069_AM,1953
34079_AM,1954
34080,1955
34083_AM,1956
3412001,1957
3412002,1958
3412003,1959
3412004,1960
3412005,1961
3412006,1962
3412007,1963
34123_AM,1964
34157_AM,1965
34199_AM,1966
34225,1967
34232_AM,1968
35001,1969
35002,1970
35003_AM,1971
3500401,1972
3500402,1973
35006,1974
35008,1975
35009,1976
35010,1977
35011,1978
35012,1979
35013,1980
35014,1981
35015,1982
3501601,1983
3501602,1984
3501603,1985
3501604,1986
3501605,1987
35017,1988
35018,1989
3501901_AD,1990
3501902,1991
3501903,1992
3501904,1993
35020,1994
35021,1995
3502203,1996
35023,1997
35024,1998
3502601_AD,1999
3502602,2000
3502603,2001
3502604,2002
3502606,2003
35027,2004
35028,2005
35029,2006
35030,2007
35031,2008
35032_AM,2009
35033,2010
35034,2011
36003_AM,2012
36004,2013
36005,2014
36006,2015
36008,2016
36009_AM,2017
36015,2018
36017,2019
36018_AM,2020
36021,2021
36022,2022
36023,2023
36024,2024
36026,2025
36027,2026
36028,2027
36029,2028
36030_AM,2029
36032_AM,2030
36033,2031
36034_AM,2032
36035,2033
36037_AM,2034
3603801,2035
3603802,2036
3603803,2037
3603804_AD,2038
3603805_AD,2039
36039,2040
36041,2041
36042,2042
36043,2043
36044,2044
36045,2045
36046,2046
36047_AM,2047
36048,2048
36049,2049
36050,2050
36051,2051
36052,2052
36053,2053
36054,2054
36055,2055
36056_AM,2056
3605701,2057
3605702,2058
3605703,2059
3605704,2060
3605705,2061
3605706,2062
3605707,2063
3605708,2064
3605709,2065
36058,2066
36059,2067
36060,2068
36061,2069
36901,2070
36902_AM,2071
37008,2072
37010_AM,2073
37014_AM,2074
37046_AM,2075
37067_AM,2076
37069_AM,2077
37073_AM,2078
37085,2079
37092_AM,2080
37103_AM,2081
37107,2082
37135_AM,2083
37136_AM,2084
37140_AM,2085
37142_AM,2086
37156,2087
37170_AM,2088
37172_AM,2089
37173_AM,2090
37174_AM,2091
37246,2092
3727401,2093
3727402,2094
3727403,2095
3727404,2096
3727405,2097
3727406,2098
37294,2099
37313_AM,2100
37322_AM,2101
37354_AM,2102
37362,2103
37374_AM,2104
37376_AM,2105
38001,2106
38004,2107
38005,2108
3800601,2109
38008,2110
38009,2111
38010,2112
38011,2113
38013_AM,2114
38015_AM,2115
38017,2116
38018,2117
38019,2118
38020_AM,2119
38022,2120
3802301,2121
3802302,2122
3802303,2123
3802304,2124
3802305,2125
3802306,2126
38024,2127
38025,2128
38026,2129
38027,2130
38028,2131
38029_AM,2132
38031,2133
38032,2134
38033_AM,2135
38034,2136
38035_AM,2137
38036_AM,2138
38037,2139
3803801,2140
3803802,2141
3803803,2142
3803804,2143
3803805,2144
3803806,2145
3803807_AD,2146
3803809,2147
3803810,2148
3803811,2149
3803812,2150
38039,2151
38040,2152
38041,2153
38042,2154
38043,2155
38045_AM,2156
38046,2157
38048,2158
38049_AM,2159
38051,2160
38053_AM,2161
39001_AM,2162
39002_AM,2163
39008,2164
39009_AM,2165
39012,2166
39016,2167
39018,2168
39020_AM,2169
39023,2170
39025,2171
39026_AM,2172
39027_AM,2173
39028,2174
39035,2175
39037_AM,2176
39040,2177
39041_AM,2178
39042,2179
39043_AM,2180
39044,2181
39047_AM,2182
39052,2183
39054,2184
39055_AM,2185
39056_AM,2186
39059,2187
39060,2188
39061_AM,2189
39073,2190
39074,2191
3907501,2192
3907502,2193
3907503,2194
3907504,2195
3907505,2196
3907506,2197
3907507,2198
3907508,2199
39076,2200
39078_AM,2201
39079,2202
39080_AM,2203
39082_AM,2204
39085,2205
3908701,2206
3908702_AD,2207
3908703,2208
3908704,2209
39091_AM,2210
39094_AM,2211
39099_AM,2212
39102_AM,2213
40032_AM,2214
40040_AM,2215
40041_AM,2216
40043_AM,2217
40057_AM,2218
40063,2219
40076,2220
40101_AM,2221
40112_AM,2222
40138_AM,2223
40141_AM,2224
40145_AM,2225
40149_AM,2226
40155,2227
40170_AM,2228
40181,2229
4019401_AD,2230
4019403,2231
4019404,2232
4019405,2233
4019406,2234
4019407,2235
40225_AM,2236
40906_AM,2237
4100401,2238
4100403,2239
4100404_AD,2240
41005,2241
41007,2242
41010,2243
41011_AM,2244
41012_AM,2245
41013,2246
41015,2247
41016,2248
41017,2249
41018,2250
41019,2251
41020,2252
41021,2253
41022,2254
41023,2255
41024,2256
41026_AM,2257
41027,2258
41029,2259
41032_AM,2260
41033_AM,2261
41034,2262
41036_AM,2263
4103801,2264
4103802,2265
4103803,2266
4103804,2267
4103805,2268
41039,2269
41040,2270
41041_AM,2271
41042,2272
41044,2273
41045,2274
41046_AM,2275
41047,2276
41048_AM,2277
41049,2278
41050,2279
41051_AM,2280
41053,2281
41055_AM,2282
41056_AM,2283
41058,2284
41059,2285
41060,2286
41064,2287
41065_AM,2288
41067_AM,2289
41068_AM,2290
41069,2291
41070,2292
41071,2293
41072,2294
41074_AM,2295
41075,2296
41076_AM,2297
41077,2298
41079,2299
41080_AM,2300
41081,2301
41082,2302
41084_AM,2303
41085,2304
41086,2305
41087,2306
41089,2307
41090_AM,2308
4109101,2309
4109102,2310
4109103,2311
4109104,2312
4109105,2313
4109106,2314
4109107,2315
4109108,2316
4109109,2317
4109110,2318
4109111,2319
41092,2320
41093,2321
41094,2322
4109501,2323
4109502_AD,2324
4109503,2325
4109505,2326
41096_AM,2327
41098,2328
41099,2329
41101,2330
41102,2331
41902,2332
41903,2333
42020,2334
42025_AM,2335
42035_AM,2336
42043_AM,2337
42069_AM,2338
42094_AM,2339
42095_AM,2340
42134_AM,2341
42162_AM,2342
42173,2343
43004,2344
43005,2345
43009_AM,2346
43012,2347
43013,2348
43014,2349
43016,2350
43019_AM,2351
43026_AM,2352
43028_AM,2353
43037,2354
43038_AM,2355
43042_AM,2356
43043_AM,2357
43044,2358
43047,2359
43050_AM,2360
43051,2361
43052_AM,2362
43054_AM,2363
43055_AM,2364
43060_AM,2365
43064_AM,2366
43086,2367
43090_AM,2368
43092,2369
43093,2370
43094_AM,2371
43100,2372
43108_AM,2373
43109_AM,2374
4312301,2375
4312302,2376
4312303,2377
4312304,2378
4312305,2379
4312306,2380
4312307,2381
4312308,2382
4312309_AD,2383
43126_AM,2384
43128_AM,2385
43129_AM,2386
43131,2387
43133,2388
43136,2389
43137_AM,2390
43138_AM,2391
43139_AM,2392
43140_AM,2393
43145,2394
4314801_AD,2395
4314804,2396
4314805,2397
4314806,2398
4314807,2399
4314808,2400
4314809,2401
43153,2402
43155,2403
43156,2404
43161,2405
43162,2406
43163,2407
43166_AM,2408
43171,2409
43176_AM,2410
43901_AM,2411
43904_AM,2412
43905,2413
43906_AM,2414
43907,2415
44008_AM,2416
44009_AM,2417
44013,2418
44014_AM,2419
44025,2420
44050_AM,2421
44051_AM,2422
44059_AM,2423
44068_AM,2424
44076_AM,2425
44153_AM,2426
44155_AM,2427
44158_AM,2428
44210_AM,2429
44216,2430
44238_AM,2431
44246_AM,2432
45002_AM,2433
45014,2434
45015_AM,2435
45016,2436
45019,2437
45020_AM,2438
45023_AM,2439
45028,2440
45031_AM,2441
45037_AM,2442
45038,2443
45040_AM,2444
45041,2445
45045_AM,2446
45046_AM,2447
45047_AM,2448
45052_AM,2449
45053,2450
45054_AM,2451
45061_AM,2452
45064_AM,2453
45066,2454
45069_AM,2455
45071_AM,2456
45081,2457
45084_AM,2458
45087,2459
45098_AM,2460
45099_AM,2461
45101_AM,2462
45102_AM,2463
45106,2464
45107,2465
45109_AM,2466
45112_AM,2467
45115_AM,2468
45118_AM,2469
45119_AM,2470
45121_AM,2471
45122,2472
45123,2473
45124_AM,2474
45125_AM,2475
45132_AM,2476
45133_AM,2477
45135_AM,2478
45136,2479
45137_AM,2480
45140_AM,2481
45142,2482
45145_AM,2483
45156_AM,2484
45157_AM,2485
45158_AM,2486
45161,2487
45163,2488
4516501,2489
4516502,2490
4516503,2491
4516504,2492
4516801_AD,2493
4516805,2494
4516806,2495
4516807,2496
45173,2497
45176,2498
45181_AM,2499
45185,2500
45187_AM,2501
45197_AM,2502
45199_AM,2503
45200_AM,2504
45201,2505
45202,2506
45203_AM,2507
45205,2508
46001_AM,2509
46005,2510
46006_AM,2511
46007_AM,2512
46008_AM,2513
46011_AM,2514
46013,2515
46014_AM,2516
46015,2517
46016_AM,2518
46017,2519
46019,2520
46020,2521
46021,2522
46022_AM,2523
46029,2524
46031,2525
46032,2526
46035,2527
46039_AM,2528
46042_AM,2529
46044,2530
46048_AM,2531
46051,2532
46054,2533
46060,2534
46062,2535
46070,2536
46072,2537
46074_AM,2538
46077,2539
46078,2540
46081,2541
46082,2542
46083,2543
46085,2544
46093_AM,2545
46094,2546
46097_AM,2547
46098_AM,2548
46102,2549
46105,2550
46106_AM,2551
46109,2552
46110,2553
46111_AM,2554
46113_AM,2555
46116,2556
46118_AM,2557
46122_AM,2558
46126,2559
46127_AM,2560
4613101_AD,2561
4613102,2562
4613104,2563
4613105,2564
4613106,2565
4613107,2566
46132_AM,2567
46134_AM,2568
46135,2569
46139,2570
46143_AM,2571
46145,2572
46147_AM,2573
46150_AM,2574
46156_AM,2575
46157_AM,2576
46159,2577
46160_AM,2578
46164,2579
46165,2580
46166,2581
46169,2582
46170_AM,2583
46171,2584
46172_AM,2585
46173_AM,2586
46177_AM,2587
46178,2588
46179_AM,2589
46181_AM,2590
46183,2591
46184,2592
46186,2593
46190,2594
46191_AM,2595
46193,2596
46194,2597
46199,2598
46200_AM,2599
46202,2600
46203_AM,2601
46204,2602
46205,2603
46207,2604
46211_AM,2605
46213,2606
46214_AM,2607
46216,2608
46218_AM,2609
4622001_AD,2610
4622004_AD,2611
4622006,2612
4622007,2613
46223,2614
46228_AM,2615
46230,2616
46231_AM,2617
46233,2618
46235,2619
46237,2620
46238,2621
4624401,2622
4624402,2623
4624403,2624
4624404,2625
46248,2626
46249,2627
4625001,2628
4625002,2629
4625003,2630
4625004,2631
4625005,2632
4625006,2633
4625007,2634
4625008,2635
4625009,2636
4625010,2637
4625011,2638
4625012,2639
4625013,2640
4625014,2641
4625015,2642
4625016,2643
4625017,2644
4625018,2645
4625019,2646
46254_AM,2647
46255_AM,2648
46256,2649
46257,2650
46258_AM,2651
46261_AM,2652
46903,2653
47004_AM,2654
47007_AM,2655
47010,2656
47023_AM,2657
47030_AM,2658
47050,2659
47052,2660
47071_AM,2661
47075,2662
47076,2663
47085,2664
47086_AM,2665
47090_AM,2666
47101_AM,2667
47104_AM,2668
47112_AM,2669
47114,2670
47129_AM,2671
47139_AM,2672
47155_AM,2673
47161,2674
47165,2675
47173_AM,2676
47175_AM,2677
4718601,2678
4718602,2679
4718603,2680
4718604,2681
4718605,2682
4718606,2683
4718607,2684
4718608,2685
4718609,2686
4718610,2687
4718611,2688
4718612,2689
47197_AM,2690
47214_AM,2691
47217_AM,2692
47231,2693
48001_AM,2694
48002,2695
48003,2696
48011,2697
48012_AM,2698
4801301,2699
4801302,2700
4801303,2701
4801304,2702
4801305,2703
4801306,2704
4801307,2705
4801308,2706
4801309,2707
48015,2708
48016,2709
48017,2710
48018_AM,2711
48019_AM,2712
4802001,2713
4802002,2714
4802003,2715
4802004,2716
4802005,2717
4802006,2718
4802007,2719
4802008,2720
48022_AM,2721
48026_AM,2722
48027,2723
48029,2724
48032,2725
48034,2726
48036,2727
48038_AM,2728
48043,2729
4804401,2730
4804402,2731
4804403,2732
48045_AM,2733
48046,2734
48054,2735
48057,2736
48060_AM,2737
48065_AM,2738
48068_AM,2739
48069,2740
48071_AM,2741
48073,2742
48074,2743
48075_AM,2744
48077_AM,2745
48078,2746
48080,2747
48082,2748
48083,2749
48084,2750
48085,2751
48086_AM,2752
48089_AM,2753
48090,2754
48094_AM,2755
48095_AM,2756
48096,2757
48901,2758
48902,2759
48904_AM,2760
48905_AM,2761
48906_AM,2762
48910_AM,2763
49003_AM,2764
49021,2765
49054_AM,2766
49065_AM,2767
49071_AM,2768
49081_AM,2769
49127_AM,2770
49129_AM,2771
49151_AM,2772
49166_AM,2773
49178_AM,2774
49187_AM,2775
49193_AM,2776
49200_AM,2777
49206_AM,2778
49219_AM,2779
49250_AM,2780
4927501,2781
4927502,2782
4927503,2783
4927504,2784
4927505,2785
50008_AM,2786
50018_AM,2787
50025,2788
50034_AM,2789
50038_AM,2790
50055_AM,2791
50062_AM,2792
50067,2793
50073_AM,2794
50074,2795
50089_AM,2796
50094_AM,2797
50095_AM,2798
50099_AM,2799
50115,2800
50118_AM,2801
50126_AM,2802
50130_AM,2803
50150_AM,2804
50159_AM,2805
50160_AM,2806
50163_AM,2807
50165_AM,2808
50181_AM,2809
50182,2810
50204_AM,2811
50208_AM,2812
50209_AM,2813
50219,2814
50222_AM,2815
50225_AM,2816
50230_AM,2817
50235_AM,2818
50240_AM,2819
50251_AM,2820
50252,2821
50272,2822
50288,2823
5029701,2824
5029702,2825
5029703,2826
5029704,2827
5029705,2828
5029706,2829
5029707,2830
5029708,2831
5029709,2832
5029710,2833
5029711,2834
5029712,2835
50298,2836
50903_AM,2837
5100101,2838
5100102,2839
5100103,2840
5100104,2841
5100105,2842
5100106,2843
5200101_AD,2844
5200102,2845
5200104,2846
5200105,2847
5200106,2848
5200107,2849
5200108,2850
